,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
1409,2023-03-07,AAPL,141470451,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,210.0,0.237572,0.047195,C,0.47,0.49,89
1408,2023-03-07,AAPL,141528516,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,220.0,0.239196,0.026906,C,0.24,0.27,8
1415,2023-03-07,AAPL,141528517,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,230.0,0.244518,0.016447,C,0.14,0.16,1
1407,2023-03-07,AAPL,142291791,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,240.0,0.253023,0.011081,C,0.09,0.11,0
1405,2023-03-07,AAPL,142291792,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,250.0,0.259699,0.007326,C,0.05,0.08,2
1404,2023-03-07,AAPL,144084639,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,260.0,0.267287,0.005108,C,0.03,0.06,1
1403,2023-03-07,AAPL,144543837,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,270.0,0.277131,0.003931,C,0.02,0.05,1
1402,2023-03-07,AAPL,144543838,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,280.0,0.283797,0.002825,C,0.01,0.04,0
1401,2023-03-07,AAPL,144543839,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,290.0,0.298603,0.002703,C,0.01,0.04,0
1400,2023-03-07,AAPL,144543840,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,300.0,0.299211,0.001683,C,0.01,0.02,30
33,2023-03-08,AAPL,151698039,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,65.0,0.522065,-0.005968,P,0.11,0.14,0
32,2023-03-08,AAPL,142859004,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,70.0,0.496874,-0.007841,P,0.15,0.17,0
31,2023-03-08,AAPL,141470480,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,75.0,0.473577,-0.01028,P,0.19,0.22,37
30,2023-03-08,AAPL,141470481,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,80.0,0.45254,-0.013532,P,0.25,0.28,19
29,2023-03-08,AAPL,141470482,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,85.0,0.434356,-0.018035,P,0.34,0.36,3
28,2023-03-08,AAPL,141470483,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,90.0,0.417203,-0.023866,P,0.45,0.47,121
27,2023-03-08,AAPL,141470484,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,95.0,0.40069,-0.031305,P,0.58,0.62,9
108,2023-03-08,AAPL,141470457,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,100.0,0.38607,-0.041168,P,0.77,0.81,85
107,2023-03-08,AAPL,141470458,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,105.0,0.37257,-0.053875,P,1.01,1.07,0
106,2023-03-08,AAPL,141470459,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,110.0,0.361352,-0.07063,P,1.36,1.41,32
105,2023-03-08,AAPL,141470460,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,115.0,0.349437,-0.090868,P,1.78,1.83,12
104,2023-03-08,AAPL,141470461,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,120.0,0.338663,-0.116079,P,2.33,2.37,55
125,2023-03-08,AAPL,141470462,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,125.0,0.329002,-0.146979,P,3.0,3.1,0
20,2023-03-08,AAPL,141470463,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,130.0,0.31904,-0.183361,P,3.85,3.95,82
19,2023-03-08,AAPL,141470464,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,135.0,0.309638,-0.226137,P,4.9,5.0,76
18,2023-03-08,AAPL,141470465,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,140.0,0.301211,-0.275779,P,6.2,6.3,140
17,2023-03-08,AAPL,141470466,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,145.0,0.292857,-0.331683,P,7.75,7.85,19
16,2023-03-08,AAPL,141470467,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,150.0,0.283852,-0.393592,P,9.55,9.65,556
94,2023-03-08,AAPL,141470441,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,160.0,0.27368,0.492727,C,10.45,10.55,116
93,2023-03-08,AAPL,141470442,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,165.0,0.266257,0.42728,C,8.25,8.35,48
100,2023-03-08,AAPL,141470443,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,170.0,0.259386,0.362496,C,6.4,6.45,103
92,2023-03-08,AAPL,141470444,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,175.0,0.253262,0.300643,C,4.85,4.9,703
90,2023-03-08,AAPL,141470445,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,180.0,0.248549,0.244369,C,3.6,3.7,553
89,2023-03-08,AAPL,141470446,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,185.0,0.243441,0.193267,C,2.62,2.69,67
88,2023-03-08,AAPL,141470447,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,190.0,0.239966,0.150469,C,1.9,1.94,123
87,2023-03-08,AAPL,141470448,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,195.0,0.237819,0.115797,C,1.36,1.41,16
86,2023-03-08,AAPL,141470449,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,200.0,0.235585,0.087282,C,0.97,0.99,54
85,2023-03-08,AAPL,141470450,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,205.0,0.234752,0.0657,C,0.69,0.71,0
84,2023-03-08,AAPL,141470451,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,210.0,0.234014,0.048826,C,0.48,0.51,15
91,2023-03-08,AAPL,141528516,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,220.0,0.236952,0.02838,C,0.26,0.28,15
101,2023-03-08,AAPL,141528517,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,230.0,0.241614,0.017021,C,0.15,0.16,1
102,2023-03-08,AAPL,142291791,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,240.0,0.246108,0.01026,C,0.08,0.1,0
103,2023-03-08,AAPL,142291792,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,250.0,0.253942,0.006907,C,0.05,0.07,1
120,2023-03-08,AAPL,144084639,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,260.0,0.260803,0.004659,C,0.03,0.05,4
119,2023-03-08,AAPL,144543837,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,270.0,0.273971,0.003949,C,0.02,0.05,0
118,2023-03-08,AAPL,144543838,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,280.0,0.280781,0.002836,C,0.01,0.04,0
117,2023-03-08,AAPL,144543839,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,290.0,0.295643,0.002711,C,0.01,0.04,0
116,2023-03-08,AAPL,144543840,2023-09-15,152.87,0.007108654412245698,0.049958584620941306,191,300.0,0.296414,0.001688,C,0.01,0.02,0
731,2023-03-09,AAPL,151698039,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,65.0,0.518631,-0.006327,P,0.11,0.15,0
730,2023-03-09,AAPL,142859004,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,70.0,0.496582,-0.008643,P,0.16,0.19,0
729,2023-03-09,AAPL,141470480,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,75.0,0.474817,-0.01155,P,0.21,0.25,0
728,2023-03-09,AAPL,141470481,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,80.0,0.455396,-0.015481,P,0.29,0.32,9
727,2023-03-09,AAPL,141470482,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,85.0,0.438474,-0.02087,P,0.39,0.43,0
726,2023-03-09,AAPL,141470483,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,90.0,0.42293,-0.027968,P,0.51,0.59,231
725,2023-03-09,AAPL,141470484,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,95.0,0.406868,-0.036697,P,0.69,0.75,239
666,2023-03-09,AAPL,141470457,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,100.0,0.39405,-0.048656,P,0.94,0.99,11
665,2023-03-09,AAPL,141470458,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,105.0,0.380302,-0.063111,P,1.22,1.3,11
664,2023-03-09,AAPL,141470459,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,110.0,0.367504,-0.081287,P,1.6,1.68,35
663,2023-03-09,AAPL,141470460,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,115.0,0.355774,-0.10392,P,2.09,2.17,69
662,2023-03-09,AAPL,141470461,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,120.0,0.343913,-0.131099,P,2.67,2.79,86
661,2023-03-09,AAPL,141470462,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,125.0,0.335318,-0.165316,P,3.5,3.6,26
660,2023-03-09,AAPL,141470463,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,130.0,0.325089,-0.204316,P,4.45,4.55,131
659,2023-03-09,AAPL,141470464,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,135.0,0.31578,-0.249871,P,5.6,5.75,101
658,2023-03-09,AAPL,141470465,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,140.0,0.30642,-0.301666,P,7.0,7.15,255
719,2023-03-09,AAPL,141470466,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,145.0,0.298203,-0.359835,P,8.7,8.85,157
718,2023-03-09,AAPL,141470467,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,150.0,0.289666,-0.423567,P,10.65,10.85,150
672,2023-03-09,AAPL,141470440,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,155.0,0.293245,0.529524,C,12.15,12.35,76
678,2023-03-09,AAPL,141470441,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,160.0,0.284151,0.466385,C,9.75,9.9,549
679,2023-03-09,AAPL,141470442,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,165.0,0.275792,0.402407,C,7.65,7.8,198
680,2023-03-09,AAPL,141470443,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,170.0,0.269462,0.340674,C,5.95,6.05,552
681,2023-03-09,AAPL,141470444,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,175.0,0.264412,0.283095,C,4.55,4.65,242
698,2023-03-09,AAPL,141470445,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,180.0,0.259375,0.23002,C,3.4,3.5,320
697,2023-03-09,AAPL,141470446,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,185.0,0.254099,0.182157,C,2.48,2.56,187
696,2023-03-09,AAPL,141470447,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,190.0,0.250794,0.14258,C,1.8,1.88,105
695,2023-03-09,AAPL,141470448,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,195.0,0.247928,0.10965,C,1.29,1.36,86
694,2023-03-09,AAPL,141470449,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,200.0,0.246503,0.083986,C,0.94,0.98,111
693,2023-03-09,AAPL,141470450,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,205.0,0.246112,0.064207,C,0.68,0.72,3
692,2023-03-09,AAPL,141470451,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,210.0,0.245183,0.048142,C,0.47,0.53,100
691,2023-03-09,AAPL,141528516,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,220.0,0.248836,0.029028,C,0.27,0.3,166
699,2023-03-09,AAPL,141528517,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,230.0,0.254934,0.018421,C,0.16,0.19,94
690,2023-03-09,AAPL,142291791,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,240.0,0.256312,0.010572,C,0.06,0.13,0
689,2023-03-09,AAPL,142291792,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,250.0,0.268767,0.008189,C,0.06,0.09,2
688,2023-03-09,AAPL,144084639,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,260.0,0.268676,0.004614,C,0.02,0.06,0
687,2023-03-09,AAPL,144543837,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,270.0,0.281755,0.003916,C,0.02,0.05,1
685,2023-03-09,AAPL,144543839,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,290.0,0.297218,0.002232,C,0.01,0.03,0
684,2023-03-09,AAPL,144543840,2023-09-15,150.59,0.007216282621688027,0.05013564213989221,190,300.0,0.317492,0.00259,C,0.01,0.04,5
2030,2023-03-10,AAPL,151698039,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,65.0,0.531679,-0.007978,P,0.13,0.21,0
2038,2023-03-10,AAPL,142859004,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,70.0,0.51013,-0.010909,P,0.19,0.27,40
2029,2023-03-10,AAPL,141470480,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,75.0,0.489219,-0.014633,P,0.27,0.34,1
232,2023-03-10,AAPL,141470481,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,80.0,0.470149,-0.01956,P,0.37,0.44,4
231,2023-03-10,AAPL,141470482,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,85.0,0.451607,-0.025771,P,0.5,0.56,22
230,2023-03-10,AAPL,141470483,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,90.0,0.434742,-0.033866,P,0.66,0.73,184
233,2023-03-10,AAPL,141470484,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,95.0,0.41914,-0.044252,P,0.87,0.95,0
2041,2023-03-10,AAPL,141470457,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,100.0,0.404845,-0.057489,P,1.16,1.22,292
2042,2023-03-10,AAPL,141470458,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,105.0,0.391556,-0.07411,P,1.5,1.6,11
2040,2023-03-10,AAPL,141470459,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,110.0,0.378405,-0.094336,P,1.95,2.04,14
2039,2023-03-10,AAPL,141470460,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,115.0,0.365572,-0.118795,P,2.48,2.61,172
2015,2023-03-10,AAPL,141470461,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,120.0,0.355259,-0.149259,P,3.2,3.35,279
2014,2023-03-10,AAPL,141470462,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,125.0,0.345429,-0.185215,P,4.1,4.25,185
2013,2023-03-10,AAPL,141470463,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,130.0,0.33539,-0.226606,P,5.2,5.3,903
2012,2023-03-10,AAPL,141470464,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,135.0,0.325153,-0.27382,P,6.45,6.6,721
2011,2023-03-10,AAPL,141470465,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,140.0,0.316099,-0.327324,P,8.0,8.15,617
2010,2023-03-10,AAPL,141470466,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,145.0,0.307348,-0.386402,P,9.8,10.0,1636
1535,2023-03-10,AAPL,141470440,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,155.0,0.296659,0.503769,C,11.2,11.35,465
1533,2023-03-10,AAPL,141470441,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,160.0,0.288539,0.440995,C,8.95,9.1,354
1532,2023-03-10,AAPL,141470442,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,165.0,0.28008,0.377794,C,7.0,7.1,818
1531,2023-03-10,AAPL,141470443,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,170.0,0.273862,0.317783,C,5.4,5.5,106
1530,2023-03-10,AAPL,141470444,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,175.0,0.26787,0.261446,C,4.05,4.2,908
1529,2023-03-10,AAPL,141470445,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,180.0,0.262857,0.210871,C,3.0,3.15,806
1528,2023-03-10,AAPL,141470446,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,185.0,0.258638,0.166891,C,2.22,2.3,103
1527,2023-03-10,AAPL,141470447,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,190.0,0.25537,0.130011,C,1.61,1.68,46
1526,2023-03-10,AAPL,141470448,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,195.0,0.253244,0.100299,C,1.17,1.22,1
1525,2023-03-10,AAPL,141470449,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,200.0,0.251452,0.076346,C,0.84,0.88,19
1524,2023-03-10,AAPL,141470450,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,205.0,0.251302,0.05848,C,0.61,0.65,1
1523,2023-03-10,AAPL,141470451,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,210.0,0.250346,0.0438,C,0.42,0.48,42
1522,2023-03-10,AAPL,141528516,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,220.0,0.254388,0.026657,C,0.24,0.28,2
1521,2023-03-10,AAPL,141528517,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,230.0,0.25923,0.016532,C,0.13,0.18,0
1520,2023-03-10,AAPL,142291791,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,240.0,0.264388,0.01045,C,0.07,0.12,0
1519,2023-03-10,AAPL,142291792,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,250.0,0.27449,0.007667,C,0.04,0.1,0
1518,2023-03-10,AAPL,144084639,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,260.0,0.279451,0.005043,C,0.03,0.06,4
1517,2023-03-10,AAPL,144543837,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,270.0,0.292939,0.004346,C,0.02,0.06,30
1536,2023-03-10,AAPL,144543839,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,290.0,0.320286,0.003558,C,0.01,0.06,0
1537,2023-03-10,AAPL,144543840,2023-09-15,148.5,0.007317845117845118,0.05025286996423786,189,300.0,0.334923,0.003424,C,0.01,0.06,10
1336,2023-03-13,AAPL,151698039,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,65.0,0.538025,-0.007436,P,0.14,0.18,3
1335,2023-03-13,AAPL,142859004,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,70.0,0.514182,-0.009939,P,0.19,0.23,9
1334,2023-03-13,AAPL,141470480,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,75.0,0.493591,-0.013391,P,0.26,0.3,1
1333,2023-03-13,AAPL,141470481,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,80.0,0.474058,-0.017847,P,0.35,0.39,18
1332,2023-03-13,AAPL,141470482,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,85.0,0.457218,-0.023895,P,0.47,0.52,127
1331,2023-03-13,AAPL,141470483,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,90.0,0.441734,-0.031763,P,0.63,0.69,94
1330,2023-03-13,AAPL,141470484,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,95.0,0.426821,-0.041689,P,0.84,0.9,48
1197,2023-03-13,AAPL,141470457,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,100.0,0.412784,-0.054219,P,1.11,1.17,288
1196,2023-03-13,AAPL,141470458,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,105.0,0.399963,-0.070025,P,1.46,1.52,146
1213,2023-03-13,AAPL,141470459,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,110.0,0.38772,-0.089428,P,1.9,1.96,97
1214,2023-03-13,AAPL,141470460,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,115.0,0.376009,-0.11297,P,2.45,2.51,32
1228,2023-03-13,AAPL,141470461,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,120.0,0.364341,-0.140954,P,3.1,3.2,124
1215,2023-03-13,AAPL,141470462,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,125.0,0.354237,-0.174598,P,3.95,4.05,850
1227,2023-03-13,AAPL,141470463,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,130.0,0.345057,-0.213924,P,5.0,5.1,238
1226,2023-03-13,AAPL,141470464,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,135.0,0.335171,-0.258389,P,6.2,6.35,45
1225,2023-03-13,AAPL,141470465,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,140.0,0.326774,-0.308895,P,7.7,7.85,221
1224,2023-03-13,AAPL,141470466,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,145.0,0.317142,-0.364318,P,9.4,9.55,324
1223,2023-03-13,AAPL,141470467,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,150.0,0.309406,-0.42494,P,11.45,11.6,233
1260,2023-03-13,AAPL,141470440,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,155.0,0.296358,0.527035,C,12.05,12.25,300
1259,2023-03-13,AAPL,141470441,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,160.0,0.288662,0.464414,C,9.7,9.9,168
1258,2023-03-13,AAPL,141470442,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,165.0,0.281783,0.401712,C,7.7,7.85,98
1257,2023-03-13,AAPL,141470443,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,170.0,0.275898,0.341056,C,6.0,6.15,351
1283,2023-03-13,AAPL,141470444,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,175.0,0.269417,0.282849,C,4.55,4.7,307
1282,2023-03-13,AAPL,141470445,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,180.0,0.265036,0.230951,C,3.45,3.55,70
1281,2023-03-13,AAPL,141470446,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,185.0,0.260864,0.184751,C,2.56,2.64,41
1280,2023-03-13,AAPL,141470447,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,190.0,0.257079,0.144913,C,1.86,1.94,142
1279,2023-03-13,AAPL,141470448,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,195.0,0.254584,0.11246,C,1.35,1.42,1
1236,2023-03-13,AAPL,141470449,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,200.0,0.253407,0.086935,C,0.99,1.04,193
1284,2023-03-13,AAPL,141470450,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,205.0,0.253671,0.067494,C,0.74,0.77,5
1235,2023-03-13,AAPL,141470451,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,210.0,0.253203,0.051424,C,0.53,0.57,2
1233,2023-03-13,AAPL,141528516,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,220.0,0.254368,0.030112,C,0.28,0.32,132
1212,2023-03-13,AAPL,141528517,2023-09-15,150.47,0.007222037615471522,0.05015920307894676,186,230.0,0.259421,0.018797,C,0.16,0.2,2
